id gender race side superspeed superhearing supervision flying invisibility icecontrol superhealing magicpowers spidersense superbrain
421 man asian hero 45 25 6 0 19 4 25 64 57 89
422 woman european villain 74 58 80 32 60 91 11 72 45 30
423 man american villain 37 30 42 19 40 89 97 36 59 97
424 man indian villain 9 65 36 69 30 72 28 34 42 16
425 man asian hero 53 96 68 80 17 55 48 20 45 75
426 woman american hero 25 6 46 32 67 68 55 20 77 38
427 man european villain 7 53 16 91 53 37 1 71 54 70
428 man european villain 24 93 25 70 79 13 68 100 57 51
429 man indian villain 88 3 88 98 79 84 36 6 44 32
430 woman european villain 86 9 72 97 0 18 51 38 42 1
431 man european hero 0 13 51 56 32 95 40 83 20 76
432 man asian villain 4 15 92 60 69 78 80 9 38 6
433 woman indian hero 6 9 37 39 83 79 53 30 33 75
434 woman european hero 96 3 47 44 9 9 27 19 55 40
435 woman asian hero 96 81 43 19 8 75 2 32 46 67
436 man asian villain 13 24 10 80 35 87 75 20 34 49
437 woman american hero 88 64 52 21 91 21 12 88 39 92
438 woman asian villain 92 54 11 97 41 16 57 28 27 98
439 woman indian hero 25 18 60 13 78 34 61 17 64 8
440 woman indian villain 8 3 98 93 35 81 84 81 97 25
441 woman american hero 28 14 30 38 6 64 24 3 47 2
442 man european villain 22 0 99 34 13 37 25 5 98 22
443 man indian villain 57 3 61 74 21 43 69 22 99 53
444 man indian villain 20 56 35 72 53 48 56 70 21 66
445 woman american villain 53 18 82 25 80 80 83 2 23 74
446 woman american villain 20 30 89 92 91 48 19 59 82 66
447 man asian hero 4 49 27 67 65 95 31 25 2 38
448 man european villain 82 81 55 30 80 59 89 63 54 24
449 woman indian hero 57 50 72 100 78 88 16 57 93 43
450 woman indian villain 27 30 84 2 100 26 99 69 76 75
451 man indian hero 98 65 10 34 99 75 56 98 20 78
452 man american hero 13 76 19 87 18 29 80 71 56 96
453 woman indian hero 62 51 73 27 73 94 12 58 45 55
454 woman asian villain 33 22 94 42 56 27 68 81 67 38
455 man american villain 34 95 68 1 90 32 12 39 89 26
456 woman european hero 100 25 52 98 5 50 33 24 92 52
457 woman indian villain 11 52 12 54 31 65 28 54 32 98
458 man european hero 76 27 17 67 46 40 68 59 75 90
459 woman european villain 65 99 31 7 18 45 40 57 58 31
460 woman asian hero 97 88 54 40 88 79 88 62 77 78
461 woman indian hero 11 6 90 16 10 30 41 90 21 67
462 woman indian villain 98 89 85 39 27 51 45 19 68 15
463 man european hero 76 14 66 85 100 5 68 47 39 50
464 man american villain 58 61 54 18 36 77 11 51 94 74
465 man european villain 72 43 52 18 64 92 61 59 32 86
466 woman asian hero 83 14 44 79 65 76 20 92 63 56
467 woman indian villain 19 24 0 89 17 29 96 8 8 53
468 man american hero 8 58 62 35 87 12 81 80 91 0
469 man indian villain 91 29 12 76 0 70 89 60 41 8
470 woman american hero 49 81 33 68 38 79 74 41 98 1
471 woman european villain 36 37 97 54 32 11 75 19 47 21
472 man asian villain 92 11 42 27 76 64 11 92 48 24
473 woman asian villain 25 50 56 85 84 54 3 82 89 96
474 woman european hero 2 9 54 27 74 26 81 19 71 98
475 woman european villain 30 44 37 90 55 31 1 18 57 20
476 woman indian villain 64 70 13 71 11 36 3 94 50 35
477 woman american hero 79 96 7 98 62 41 64 4 56 17
478 man european hero 44 17 27 90 70 72 28 98 37 74
479 woman american hero 8 24 66 9 90 96 71 16 20 69
480 man european hero 41 16 8 30 49 26 70 58 65 28
481 woman american hero 87 43 23 97 45 80 20 51 12 56
482 woman asian hero 93 54 80 81 4 8 64 32 62 80
483 man american villain 41 77 40 54 9 35 99 2 13 62
484 woman american villain 32 9 15 3 85 2 29 60 38 79
485 man indian villain 7 4 87 9 0 72 73 81 63 12
486 man asian hero 42 64 30 17 43 37 16 28 71 95
487 woman asian villain 85 72 54 75 88 39 49 52 55 11
488 man american villain 38 40 99 57 30 35 35 56 77 21
489 man american hero 4 13 95 71 89 99 58 25 28 22
490 woman european hero 67 83 79 61 85 60 16 53 28 81
491 man asian villain 70 15 9 69 61 88 81 35 74 66
492 woman american villain 97 25 41 96 27 78 5 19 79 33
493 man asian hero 22 7 74 73 5 66 57 72 80 22
494 man indian hero 97 42 89 55 68 44 14 88 63 80
495 man american villain 45 52 6 46 47 13 11 25 41 14
496 man american villain 9 46 89 62 64 33 25 32 97 41
497 woman american villain 86 20 71 21 97 20 5 30 44 40
498 man american hero 25 71 61 61 6 11 43 71 5 18
499 man indian villain 93 4 82 89 21 21 45 42 78 23
500 woman american villain 50 61 69 100 59 21 83 7 62 57
501 man european hero 32 26 9 65 87 50 35 56 64 84
502 woman american villain 21 96 80 45 95 57 54 84 91 71
503 man asian villain 41 92 80 61 14 94 57 66 10 47
504 woman european villain 31 37 20 20 87 47 67 86 1 39
505 man indian villain 95 93 82 31 11 96 15 63 94 27
506 man american villain 92 99 91 7 84 73 77 79 20 61
507 woman indian hero 98 83 67 31 18 37 25 70 32 94
508 woman european villain 47 48 69 44 53 36 36 79 44 35
509 man asian villain 32 28 99 31 61 14 6 47 50 100
510 man indian hero 61 75 37 85 87 87 58 65 55 46
511 man european hero 76 1 51 61 0 80 72 95 43 67
512 man indian hero 20 57 5 47 41 25 37 80 71 73
513 man indian villain 78 68 6 32 50 33 72 41 63 61
514 woman asian hero 42 74 63 95 79 48 65 39 70 48
515 man european villain 89 43 2 41 51 6 35 55 49 73
516 woman european hero 91 3 95 73 67 88 46 67 14 9
517 woman american villain 14 24 18 43 69 67 98 53 61 27
518 man european hero 85 33 89 95 35 77 24 27 8 21
519 man asian hero 51 45 39 5 16 81 60 59 39 56
520 man asian hero 31 2 38 58 18 59 73 31 40 90
521 man asian hero 59 83 68 6 11 84 77 44 92 35
522 woman asian hero 45 23 30 53 6 86 95 0 15 35
523 man american hero 10 4 74 6 12 26 9 81 19 35
524 woman american hero 94 79 61 26 70 35 15 43 4 31
525 man indian villain 97 0 81 47 24 3 59 0 4 98
526 man european hero 82 39 11 50 91 19 88 86 19 86
527 man european hero 85 20 54 63 66 95 72 41 89 9
528 man indian hero 65 91 97 0 80 13 69 40 86 78
529 woman asian hero 79 13 16 44 48 4 45 64 59 92
530 woman american hero 41 42 37 93 28 84 6 19 80 83
531 man european villain 20 75 64 46 100 100 52 77 71 85
532 woman asian villain 46 85 5 80 0 23 77 1 63 54
533 woman american hero 57 78 38 93 2 45 46 46 19 65
534 woman american hero 85 7 4 26 34 41 31 92 50 81
535 man asian hero 75 69 89 7 27 57 84 25 28 100
536 man asian villain 33 96 78 55 30 24 15 90 20 12
537 woman european hero 55 3 79 96 28 95 35 96 88 9
538 woman american villain 92 59 19 92 83 66 79 95 37 19
539 man european villain 98 73 52 13 50 5 21 96 18 26
540 woman indian villain 88 15 2 93 68 51 38 21 85 80
541 man asian villain 54 73 62 28 1 6 16 84 87 61
542 man american villain 44 3 19 84 56 94 72 68 100 48
543 woman indian hero 18 55 29 91 0 78 54 53 16 45
544 man indian hero 29 96 61 58 76 10 51 17 35 81
545 woman european hero 71 20 39 98 23 57 26 84 5 30
546 woman european hero 76 20 57 30 9 60 89 2 59 78
547 man asian villain 59 75 24 29 35 6 35 5 79 45
548 man indian hero 24 41 45 16 11 70 55 74 45 18
549 woman indian villain 6 43 82 77 69 35 42 11 47 98
550 man european hero 43 82 71 82 9 13 62 27 24 31
551 man european hero 46 11 45 24 14 69 2 3 84 0
552 man european hero 27 65 96 89 80 32 64 92 67 22
553 woman american villain 64 47 70 52 91 16 6 98 7 74
554 woman asian villain 40 65 60 63 76 36 17 82 87 90
555 woman asian villain 41 21 41 91 42 75 66 33 44 74
556 woman american villain 26 70 32 6 86 78 17 5 80 93
557 man american hero 97 14 11 70 78 61 16 50 25 77
558 woman european villain 1 84 98 10 63 88 15 68 14 86
559 man european hero 63 63 80 32 88 29 18 41 75 72
560 woman european villain 96 0 92 66 68 80 16 64 35 1
561 woman european hero 4 98 32 28 57 69 17 99 78 20
562 woman asian villain 48 84 54 62 69 78 21 16 83 66
563 man european villain 85 89 30 77 70 79 21 58 3 61
564 man indian villain 2 84 50 29 53 97 90 61 37 65
565 man american villain 20 66 67 33 36 95 37 32 68 23
566 man indian villain 59 84 76 90 17 6 77 0 59 60
567 woman european hero 96 54 69 61 48 77 85 12 54 32
568 man indian hero 17 54 91 22 48 66 83 70 1 55
569 woman indian villain 32 76 52 93 31 10 88 44 92 77
570 man asian hero 82 40 89 90 19 30 83 83 96 8
571 man european villain 4 14 14 43 9 89 16 62 48 11
572 man european hero 60 26 7 23 98 86 19 41 85 84
573 woman american villain 98 79 58 13 100 88 55 42 22 93
574 woman european hero 60 84 12 60 95 2 67 65 34 87
575 man asian villain 18 23 35 22 90 63 78 58 48 4
576 man asian hero 78 87 74 22 96 90 22 10 72 74
577 man asian villain 38 31 58 89 79 6 11 77 95 4
578 man indian hero 67 64 87 98 68 98 63 89 16 39
579 man european hero 26 27 25 18 97 77 26 46 55 70
580 man european hero 92 42 91 40 96 1 65 9 39 89
581 man indian hero 74 35 100 82 77 53 79 95 77 13
582 woman american hero 23 91 15 83 23 94 65 83 74 46
583 woman asian villain 40 42 49 72 88 12 29 74 43 16
584 man american villain 83 12 51 47 2 16 61 85 67 75
585 man american hero 19 68 97 92 27 1 16 76 70 85
586 man asian villain 58 2 34 91 66 96 62 0 76 46
587 man indian villain 63 59 4 26 70 54 32 49 31 10
588 man asian villain 55 20 95 40 91 73 2 36 22 89
589 man indian hero 77 43 45 11 16 97 71 10 96 51
590 man american hero 15 40 53 92 84 52 78 0 67 34
591 man asian villain 82 34 97 15 18 94 23 6 37 85
592 woman american hero 63 41 89 48 45 8 59 32 32 50
593 man european hero 72 88 27 99 51 87 90 5 48 36
594 woman asian villain 22 15 50 68 64 23 32 68 81 78
595 woman indian hero 21 0 15 32 4 62 49 46 38 64
596 man european hero 84 32 30 39 29 67 89 84 90 71
597 woman american hero 91 79 19 69 45 46 30 93 11 1
598 woman american villain 30 70 11 81 39 25 86 22 35 28
599 man asian villain 97 47 96 87 85 35 57 85 65 54
600 woman asian villain 59 64 27 98 26 54 29 17 6 36
601 man asian hero 50 2 0 17 53 35 70 91 48 34
602 woman indian hero 82 11 79 2 12 82 36 73 100 17
603 man american villain 86 7 91 88 52 36 67 26 92 10
604 woman american villain 69 83 83 31 59 47 77 48 62 80
605 man american hero 15 99 91 77 46 34 22 15 51 22
606 woman american villain 8 68 91 60 32 85 13 4 68 44
607 woman european villain 38 75 35 7 42 6 83 41 47 57
608 man american hero 22 86 2 3 97 84 11 73 56 63
609 man european villain 35 95 75 97 66 0 39 87 8 0
610 man indian hero 25 56 35 17 39 80 74 18 18 43
611 woman indian hero 29 64 24 53 94 84 99 83 49 24
612 man european hero 79 30 62 57 81 21 44 60 55 48
613 woman american villain 96 71 65 51 24 94 77 0 78 70
614 woman indian hero 89 49 76 15 39 42 84 40 71 14
615 man american hero 62 88 57 97 37 27 70 63 24 21
616 man american villain 26 10 17 6 18 82 35 58 12 8
617 man european hero 98 58 8 90 36 88 72 62 22 64
618 woman asian hero 73 18 63 26 32 99 44 67 55 73
619 woman european hero 21 60 47 83 17 97 48 14 87 11
620 man european villain 73 75 28 65 48 87 27 27 58 48
621 woman european villain 1 85 68 97 25 76 92 35 96 14
622 man european villain 74 48 0 76 20 99 53 45 1 35
623 woman indian hero 26 68 66 68 84 17 61 72 49 34
624 man american villain 77 77 91 21 51 46 23 89 24 68
625 man european villain 84 52 88 27 80 18 66 43 18 80
626 woman european villain 72 4 41 12 80 12 36 99 34 37
627 man american villain 67 24 43 86 23 88 84 14 26 18
628 man indian villain 19 73 70 14 20 93 97 91 14 34
629 man american villain 46 9 58 67 77 53 75 64 71 77
630 man asian villain 2 66 98 57 52 82 34 1 36 90
631 man european hero 6 70 20 53 40 50 47 86 34 16
632 man asian villain 45 46 16 97 91 59 81 97 11 0
633 man american villain 43 34 20 50 88 8 29 18 69 94
634 man american villain 86 63 32 61 7 68 84 38 87 34
635 woman european hero 14 72 61 72 50 89 94 70 50 95
636 man asian villain 26 20 16 80 12 21 58 58 9 96
637 woman asian hero 69 41 59 89 99 42 18 4 43 3
638 man asian hero 83 10 55 36 21 73 69 94 16 61
639 woman asian villain 10 72 28 46 15 91 24 21 74 68
640 woman asian hero 78 50 69 73 92 27 80 46 19 97
641 woman asian villain 14 59 54 89 54 48 72 74 84 33
642 man asian villain 31 20 32 67 39 19 99 16 87 90
643 woman asian hero 7 83 74 35 44 27 38 60 94 62
644 man european hero 68 56 23 78 61 79 18 29 59 96
645 woman american hero 83 57 39 44 72 36 59 8 40 35
646 woman indian hero 75 49 69 77 82 40 99 30 42 15
647 man asian hero 1 51 62 60 55 64 87 75 72 77
648 man indian hero 84 34 79 37 41 69 83 59 4 23
649 man american villain 49 11 97 4 23 3 37 0 0 84
650 woman indian villain 38 99 80 62 98 42 83 24 65 47
651 man indian hero 60 48 36 96 1 49 18 42 100 39
652 man american villain 95 40 56 81 88 19 18 84 58 71
653 man asian villain 76 50 46 84 84 81 90 83 68 86
654 man asian villain 19 35 27 3 74 71 63 86 74 66
655 woman indian villain 73 99 16 40 41 6 58 26 85 42
656 woman european hero 65 62 76 62 73 23 35 62 81 65
657 man asian hero 21 48 2 44 89 36 67 100 88 7
658 woman indian hero 75 36 54 59 12 95 39 88 15 51
659 man indian hero 98 86 46 44 81 22 34 63 39 5
660 woman asian hero 0 15 48 83 70 69 92 10 88 6
661 woman american villain 93 88 47 25 98 32 94 37 16 85
662 man american hero 53 29 61 12 18 47 29 74 46 80
663 woman asian hero 86 38 67 78 100 41 39 89 16 3
664 man indian hero 94 1 45 52 15 26 62 80 10 63
665 woman american villain 68 63 73 100 53 48 13 43 64 71
666 man asian villain 36 82 56 11 84 52 64 83 31 44
667 woman american villain 13 6 40 42 61 68 73 69 61 35
668 woman indian hero 89 35 48 11 69 28 93 71 47 94
669 woman american villain 46 82 21 51 48 69 76 13 72 24
670 man american hero 60 31 27 79 35 70 97 97 97 63
671 man asian villain 89 56 90 29 22 74 50 59 43 28
672 man american villain 35 79 25 57 41 8 38 8 21 75
673 woman asian hero 80 99 72 24 99 61 47 33 81 67
674 man american villain 55 91 55 91 73 58 92 50 10 78
675 woman european hero 86 41 93 48 81 98 87 47 60 91
676 man indian hero 57 97 52 22 96 100 81 22 8 9
677 woman indian villain 94 51 71 13 52 36 68 25 59 90
678 man european villain 27 38 71 19 45 39 14 20 81 43
679 man american hero 61 30 6 93 72 17 58 77 73 69
680 woman european villain 9 75 54 24 19 93 48 70 94 87
681 woman european hero 63 16 80 56 1 89 64 20 85 92
682 woman indian villain 78 74 76 76 18 82 72 96 81 78
683 man asian villain 22 27 87 38 97 22 59 56 59 44
684 man asian villain 80 59 99 70 78 59 76 94 91 90
685 man indian hero 20 52 76 77 29 85 11 14 0 21
686 man european villain 29 91 88 70 52 6 85 61 60 100
687 woman asian villain 3 34 38 62 36 21 48 3 37 51
688 woman indian villain 18 59 65 88 18 79 5 94 51 37
689 man american hero 0 97 29 100 96 84 6 81 73 9
690 woman american villain 35 14 73 24 100 24 93 4 97 40
691 woman asian villain 9 22 46 37 8 54 20 37 36 19
692 woman indian villain 53 21 30 41 3 69 1 91 50 38
693 man american villain 13 50 43 35 75 60 60 50 22 5
694 woman asian hero 6 69 57 51 58 19 30 6 7 40
695 woman american hero 56 69 52 18 31 76 30 77 2 72
696 man asian hero 17 71 57 39 21 43 19 15 94 92
697 woman american villain 95 41 31 99 44 74 67 20 27 1
698 woman european villain 33 30 4 26 7 12 2 2 87 41
699 man indian hero 84 4 39 48 76 2 16 6 37 41
700 woman indian hero 81 97 29 31 47 79 1 97 12 76
701 man asian hero 15 7 22 8 2 71 65 54 45 17
702 man american hero 48 60 26 31 60 36 45 48 100 20
703 woman indian hero 86 88 60 31 34 12 52 7 51 29
704 woman european hero 37 80 82 11 87 14 60 66 36 25
705 man european hero 75 58 56 54 72 60 93 5 78 66
706 woman asian villain 63 11 22 34 80 49 57 74 95 12
707 woman american hero 86 74 21 83 73 75 56 75 3 53
708 man european villain 81 71 33 10 66 48 18 68 72 98
709 man american villain 11 86 33 10 21 17 54 95 46 3
710 man indian villain 100 76 23 96 82 17 25 99 34 69
711 man indian villain 90 62 88 69 66 22 34 28 100 98
712 woman asian villain 65 94 86 42 1 69 15 0 33 84
713 woman asian hero 2 91 29 19 6 71 95 47 0 97
714 man european villain 19 57 11 22 55 53 37 30 33 2
715 man asian villain 31 68 3 32 12 43 3 55 2 98
716 man european villain 87 34 68 74 77 18 66 41 49 52
717 woman indian villain 27 29 11 53 91 84 53 89 43 40
718 man asian hero 60 74 94 62 27 42 98 78 76 57
719 woman asian hero 5 69 76 0 49 97 84 38 5 42
720 woman european villain 85 83 19 55 22 59 35 34 65 29
721 man european villain 10 78 2 79 59 63 31 12 0 57
722 woman american villain 42 89 26 44 30 100 32 89 13 67
723 man american hero 5 76 9 61 30 50 31 80 40 7
724 woman indian villain 59 86 85 38 63 65 85 74 22 92
725 woman european villain 67 43 5 39 68 7 72 53 69 96
726 woman european hero 56 68 42 80 25 2 33 28 17 38
727 man indian villain 14 29 49 60 74 81 62 97 19 20
728 woman european villain 28 10 17 100 57 7 58 45 58 63
729 woman european villain 90 46 57 43 53 59 69 59 65 12
730 woman american villain 83 4 26 7 47 17 47 21 58 37
731 man indian hero 63 86 88 33 86 50 47 61 81 68
732 man european villain 94 44 63 55 60 79 1 47 86 88
733 woman indian hero 87 67 24 78 66 79 86 48 40 66
734 man asian villain 33 36 64 85 72 51 23 49 100 3
735 woman european villain 71 77 87 92 77 40 40 8 20 2
736 woman indian villain 69 8 66 61 1 15 46 37 53 69
737 woman asian hero 36 64 56 49 48 3 65 25 93 51
738 man indian hero 39 81 0 38 92 77 62 30 3 79
739 woman asian villain 55 11 45 17 7 5 84 66 43 17
740 man american hero 3 97 75 29 51 27 97 84 55 92
741 man asian hero 95 45 63 79 52 30 55 12 69 95
742 man european villain 33 89 73 74 24 9 89 20 67 76
743 woman european hero 6 71 42 21 96 71 13 64 79 24
744 woman american villain 13 17 15 67 37 24 74 29 85 98
745 man european villain 19 26 95 98 50 26 28 64 91 70
746 man european villain 5 22 14 28 87 74 70 8 50 65
747 man indian hero 97 20 61 58 32 51 40 70 1 63
748 man american villain 73 91 19 34 44 92 48 73 71 30
749 woman asian villain 92 91 70 65 15 42 13 77 39 42
750 man european villain 28 82 26 28 47 59 3 37 99 43
751 woman indian hero 83 56 31 66 66 84 46 13 63 81
752 man asian villain 58 65 11 14 30 9 2 70 1 66
753 woman indian villain 21 37 16 31 83 52 25 30 52 2
754 man asian hero 38 77 92 66 38 1 35 78 1 44
755 man european hero 7 72 4 98 10 22 61 7 88 72
756 woman indian villain 32 35 2 71 36 5 46 61 77 14
757 man asian hero 48 41 73 42 74 67 58 16 70 2
758 man asian villain 30 60 31 80 84 41 84 79 85 15
759 man american villain 84 5 13 86 71 44 76 78 92 9
760 woman asian hero 69 38 11 61 75 85 55 91 18 50
761 man european villain 23 92 22 14 77 38 86 21 50 55
762 man indian hero 12 94 97 62 63 18 39 23 6 10
763 woman european villain 76 11 95 41 28 84 81 49 29 57
764 woman american hero 32 13 12 93 26 36 93 78 65 18
765 man american hero 2 16 72 66 46 64 89 65 93 35
766 man european villain 75 68 80 86 18 94 61 84 32 45
767 man indian hero 21 80 43 46 95 29 44 38 90 44
768 man american hero 65 65 76 2 58 18 89 55 92 57
769 woman american hero 49 12 75 23 12 23 38 84 10 23
770 woman asian villain 19 18 2 90 33 21 85 98 70 12
771 woman european hero 15 63 74 90 63 61 22 52 43 13
772 man american villain 25 4 44 13 99 22 13 1 65 78
773 man asian villain 84 84 67 94 60 67 96 62 48 20
774 woman european villain 1 95 34 12 81 7 1 20 16 90
775 woman asian hero 76 55 42 74 27 68 71 42 2 30
776 man indian hero 21 49 58 0 39 26 87 97 57 74
777 man asian villain 58 3 85 93 78 90 61 97 33 23
778 man american villain 60 35 90 63 44 45 10 13 99 34
779 man european villain 26 20 93 42 72 67 9 99 58 35
780 woman european hero 87 85 3 25 89 81 34 42 31 19
781 woman asian villain 20 17 82 91 10 7 53 11 23 47
782 woman american hero 89 11 7 61 63 25 79 89 82 81
783 man european villain 90 18 5 58 71 53 83 19 66 87
784 man asian villain 24 45 67 14 88 33 3 73 38 90
785 woman asian hero 80 41 87 58 20 78 15 77 68 15
